time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
15.154213,-3.878411,-3.334962,-0.398000
15.194051,-2.112433,-3.027988,0.391388
15.223930,-1.503846,-3.054936,0.486476
15.253808,-1.149482,-1.828091,0.200035
15.293646,6.719491,0.089208,1.304380
15.323525,7.755896,2.143246,-0.119420
15.353403,4.305793,0.178624,-0.275432
15.393241,-3.443094,0.086575,0.584522
15.423120,-4.499737,0.601750,-0.803087
15.452998,-0.638640,0.314712,-0.512007
15.492836,2.127093,0.048233,-0.445588
15.522715,1.164353,0.095593,-0.761063
15.552594,-0.137837,0.058358,-0.854786
15.592432,-0.462902,0.056719,-0.760622
15.622310,0.083314,-0.057608,-0.686375
15.652189,0.124976,-0.232719,-0.757628
15.692027,0.615531,-0.465202,-1.160864
15.721905,0.343757,-0.529583,-1.163271
15.751784,0.563910,-0.780481,-1.159133
15.791622,0.848436,-1.160837,-0.973124
15.821500,0.698441,-1.196670,-0.781055
15.861339,0.624459,-1.481131,-0.730025
15.891217,0.436101,-1.704633,-0.614715
15.921096,0.163074,-1.906413,-0.514327
15.960934,-0.022544,-1.965484,-0.560266
15.990812,0.172477,-2.029486,-0.703155
16.020691,0.305281,-2.089643,-0.727210
16.060529,0.102538,-2.086770,-0.545056
16.090407,-0.118383,-1.946285,-0.495265
16.120286,-0.323280,-1.737879,-0.357131
16.160124,-0.447302,-1.819978,-0.329366
16.190003,-0.271607,-1.932172,-0.242352
16.219881,-0.768172,-1.575701,-0.235543
16.259719,-0.981075,-0.725905,-0.879501
16.289598,0.667552,-0.152874,-1.415850
16.319476,2.756049,0.589655,-1.906700
16.359314,4.237484,1.144768,-1.169667
16.389193,2.884342,0.882282,0.331478
16.419071,1.846137,1.100065,-0.018776
16.458909,0.685206,-0.144076,0.978056
16.488788,-0.646084,-0.057561,1.159576
16.518667,-1.076696,-0.197884,1.254515
16.558505,0.772537,-0.484559,1.423946
16.588383,4.022738,0.263665,1.823165
16.618262,5.548973,0.124619,1.962713
16.658100,-0.843634,0.398390,0.371627
16.687977,-5.660022,0.043537,-5.424350
16.727815,4.952687,-0.451047,-2.512912
16.757694,7.145632,-0.498074,-1.752937
16.787573,3.398169,0.713890,-0.481478
16.827411,1.905050,0.430130,-1.779338
16.857289,0.746259,0.367283,-1.557702
16.887168,-1.292058,0.406573,-1.747023
16.927006,-0.681317,0.309773,-1.586209
16.956884,1.708298,0.127152,-1.591827
16.986763,2.814624,0.112986,-1.165105
17.026601,2.367662,0.270075,-0.887096
17.056480,2.235590,0.608748,-1.165426
17.086358,3.840423,-0.024344,-1.265608
17.126196,5.882512,-0.675831,-0.557936
17.156075,3.679179,-1.186322,-0.615149
17.185953,1.567908,-1.259940,-0.844421
17.225791,0.349872,-1.373208,-0.760589
17.255670,0.468032,-1.701198,-0.472490
17.285548,0.657787,-1.884460,-0.298609
17.325387,0.934605,-2.329142,-0.075472
17.355265,1.121573,-2.157177,0.463454
17.385144,0.896759,-1.906772,0.556195
17.424982,-0.517096,1.017582,0.979518
17.454860,-4.682098,-0.276240,-0.057860
17.484739,0.384607,0.759719,-0.534044
17.524577,4.179763,0.757316,-0.449868
17.554456,3.568738,1.472722,-0.312937
17.584334,-0.586270,2.937334,-1.108757
17.624172,0.631742,6.626645,-1.487820
17.654051,4.700415,6.890709,-1.810277
17.693890,7.649001,6.244861,-0.053198
17.723769,7.213996,5.892218,0.977477
17.753647,6.706982,5.480139,0.331871
17.793486,2.105541,2.866652,1.631981
17.823364,-1.047253,3.001355,1.023735
17.853243,-1.970675,1.781153,0.577214
17.893081,-3.141805,-1.190240,-0.586989
17.922960,-4.363702,-2.840098,-0.894175
17.952838,-4.554411,-3.577213,-0.705966
17.992676,-5.186302,-5.586612,-0.487959
18.022555,-4.254627,-6.495156,-0.070552
18.052434,-4.354767,-7.736612,0.203353
18.092272,-4.569042,-8.387311,0.646408
18.122151,-6.220016,-7.921714,-0.728160
18.152029,-11.799485,-3.653068,1.055888
18.191867,4.653882,2.218958,-2.560703
18.221746,10.576447,0.882531,-4.201165
18.251625,8.596161,-4.848934,-0.130755
18.291463,-10.893452,-1.271181,-1.643297
18.321342,-8.912731,-0.361920,-0.832137
18.361180,-1.877817,3.755328,-0.563627
18.391058,0.441464,4.795506,1.798619
18.420937,-3.035509,7.230753,2.083386
18.460775,-3.246442,8.277141,2.896688
18.490654,-2.942048,9.026837,1.873011
18.520533,-1.197136,8.706784,-0.099435
18.560371,5.152743,7.510736,1.220049
18.590250,8.418781,8.519775,3.463878
18.620128,3.927008,10.206814,6.740423
18.659966,-0.160891,3.371488,3.333270
18.689845,1.702583,2.246281,0.476984
18.719724,2.609754,-1.446204,0.223050
18.759562,-0.290782,-5.527291,0.031758
18.789441,-1.961733,-7.866013,-2.617575
18.819319,-4.602407,-7.999339,-1.957817
18.859158,-4.676347,-8.201807,0.813145
18.889036,-4.938985,-6.480245,1.361019
18.918915,-6.108609,-4.599874,1.921914
18.958753,-6.378457,-0.715285,0.851869
18.988632,-0.822736,0.817132,0.232247
19.018511,6.366726,0.865598,-1.575872
19.058349,9.410039,0.631802,-1.174169
19.088228,7.394126,-0.007644,0.824976
19.118106,4.085737,-0.636084,0.045875
19.157944,-1.401146,-3.686251,0.309881
19.187823,-4.686211,-3.689340,0.160255
19.227661,7.469956,-1.934752,0.638243
